"=""Full report""","=""C/S TAC No.""","=""Beacon Model Name""","=""Manufacturer""","=""Beacon type""","=""In Prod.""","=""Last Rev. Date""","=""Issue date""","=""class""","=""duration""","=""transmit frequency""","=""nav int/ext"""
"=""report""","=""162""","=""KANNAD Auto GPS (Amdt D and higher)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""162""","=""KANNAD Manual + GPS (Amdt D and higher)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""162""","=""KANNAD Manual GPS (Amdt D and higher)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""163""","=""G5 Smartfind Plus (a) & (m)""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""FF / Non FF EPIRB""","=""yes""","=""2010-01-18""","=""2006-08-23""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""163""","=""E5 Smartfind (a) and (m)""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""FF / Non FF EPIRB""","=""yes""","=""2010-01-18""","=""2006-08-23""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""164""","=""TEB-700""","=""Mitsubishi Electric TOKKI System Corporation""","=""FF EPIRB""","=""yes""","=""2015-07-15""","=""2006-08-28""","=""2""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""165""","=""C1 S-VDR Float Free Capsule""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""EPIRB FF (S-VDR)""","=""yes""","=""2009-11-18""","=""2006-09-15""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""166""","=""MR 109""","=""Becker Electronics Taiwan Ltd.""","=""PLB""","=""yes""","=""0000-00-00""","=""2006-10-02""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""167""","=""Kannad 406 AF-Compact""","=""Orolia S.A.S. ""","=""ELT (Auto)""","=""no""","=""2012-04-02""","=""2006-12-11""","=""2""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""167""","=""Kannad 406 AF-Compact (ER)""","=""Orolia S.A.S. ""","=""ELT (Auto)""","=""no""","=""2012-04-02""","=""2006-12-11""","=""1""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""168""","=""EBC-406""","=""Emergency Beacon Corporation""","=""ELT(Auto)/ELT(Portable)""","=""yes""","=""0000-00-00""","=""2006-12-13""","=""2""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""168""","=""EBC-406H""","=""Emergency Beacon Corporation""","=""ELT(Auto)/ELT(Portable)""","=""yes""","=""0000-00-00""","=""2006-12-13""","=""2""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""169""","=""PLB-300""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2006-12-15""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""170""","=""C406-1/C406-1HM""","=""Wulfsberg Electronics (not in business - see ACR Electronics, USA)""","=""ELT (Auto)""","=""no""","=""2010-06-01""","=""2007-01-22""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""170""","=""C406-2/B406-4/G406-4/C406-2HM""","=""Wulfsberg Electronics (not in business - see ACR Electronics, USA)""","=""ELT (Auto)""","=""no""","=""2010-06-01""","=""2007-01-22""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""171""","=""RESCU 406 AFN""","=""Honeywell Aerospace Canada""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2007-03-20""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""171""","=""RESCU 406 SE""","=""Honeywell Aerospace Canada""","=""ELT (Man) - Survival""","=""yes""","=""0000-00-00""","=""2007-03-20""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""172""","=""PRO-5""","=""Uranis Ltd.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2007-05-16""","=""2""","=""short""","=""406.028 MHz""","=""None"""
"=""report""","=""172""","=""PRO-5M""","=""Uranis Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2007-05-16""","=""2""","=""short""","=""406.028 MHz""","=""None"""
"=""report""","=""173""","=""RLB35""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2009-12-18""","=""2007-05-18""","=""1""","=""short""","=""406.025/406.028""","=""Int"""
"=""report""","=""173""","=""RLB35MC""","=""ACR Electronics Inc.""","=""EPIRB FF (S-VDR)""","=""no""","=""2009-12-18""","=""2007-05-18""","=""1""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""174""","=""PLB200""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2007-05-18""","=""2""","=""short""","=""406.028 MHz""","=""Int&Ext"""
"=""report""","=""175""","=""SARBE 7-406""","=""Orolia S.A.S. ""","=""PLB""","=""no""","=""2012-04-02""","=""2007-05-30""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""175""","=""SARBE 7-406G""","=""Orolia S.A.S. ""","=""PLB""","=""no""","=""2012-04-02""","=""2007-05-30""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""176""","=""MT410""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""PLB""","=""no""","=""2007-08-20""","=""2007-05-30""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""176""","=""MT410G""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""PLB""","=""no""","=""2007-08-20""","=""2007-05-30""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""177""","=""PARM-406""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""no""","=""2010-03-30""","=""2007-07-30""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""178""","=""MRB 406""","=""Sea Air and Land Communications Ltd.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2007-08-21""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""178""","=""MRB 406GPS""","=""Sea Air and Land Communications Ltd.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2007-08-21""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""179""","=""AK-451 *See important note at http://tinyurl.com/gwuu5bh""","=""Ameri-King Corporation""","=""ELT(Auto)/ELT(Portable)/ELT(Survival)/PLB""","=""yes""","=""2008-02-07""","=""2007-09-24""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""180""","=""KANNAD 406 XS3-GPS""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""PLB""","=""yes""","=""0000-00-00""","=""2007-10-10""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""181""","=""PLB-300""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2007-11-05""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""182""","=""EB-20""","=""Saracom Co., Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2007-11-26""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""182""","=""EB-20 SVDR Capsule""","=""Saracom Co., Ltd.""","=""EPIRB FF (S-VDR)""","=""yes""","=""0000-00-00""","=""2007-11-26""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""183""","=""ARM-406N1""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT (Automatic Fixed)""","=""yes""","=""2014-12-23""","=""2008-01-10""","=""1""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""184""","=""Fastfind""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-01-18""","=""2008-02-05""","=""2""","=""short""","=""406.037/406.040""","=""N/A"""
"=""report""","=""184""","=""Fastfind Plus""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-01-18""","=""2008-02-05""","=""2""","=""long""","=""406.037/406.040""","=""Int"""
"=""report""","=""185""","=""Tron 40VDR""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""EPIRB FF (VDR)""","=""no""","=""2014-08-15""","=""2008-02-18""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""185""","=""Tron 40GPS MkII""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2008-02-18""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""185""","=""Tron 40S MkII""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2008-02-18""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""185""","=""Tron 40VDR""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""EPIRB FF (VDR)""","=""no""","=""2014-08-15""","=""2008-02-18""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""186""","=""MT403""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""FF / Non FF EPIRB""","=""no""","=""2010-07-05""","=""2008-03-25""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""186""","=""MT403G""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""FF / Non FF EPIRB""","=""no""","=""2010-07-05""","=""2008-03-25""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""186""","=""MT406G""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""Non FF EPIRB""","=""no""","=""2010-07-05""","=""2008-03-25""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""187""","=""PLB-300""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2008-03-20""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""188""","=""ME406""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2009-02-05""","=""2008-07-14""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""188""","=""ME406 HM""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2009-02-05""","=""2008-07-14""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""188""","=""ME406P""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""2009-02-05""","=""2008-07-14""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""189""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2010-02-25""","=""2008-07-17""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""189""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""2010-02-25""","=""2008-07-17""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""189""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2010-02-25""","=""2008-07-17""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""189""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2010-02-25""","=""2008-07-17""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""190""","=""PLB-300""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2008-08-27""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""191""","=""SAS-406""","=""Musson-Morsviaz-Servis""","=""SSAS""","=""yes""","=""0000-00-00""","=""2008-10-16""","=""2""","=""long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""192""","=""ELT96-1Std""","=""Air Precision""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""0000-00-00""","=""2008-10-21""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""192""","="" ELT96-3Std""","=""Air Precision""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""0000-00-00""","=""2008-10-21""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""192""","=""ELT-96-1GPS""","=""Air Precision""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""0000-00-00""","=""2008-10-21""","=""1""","=""long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""192""","=""ELT96-2GPS""","=""Air Precision""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""0000-00-00""","=""2008-10-21""","=""""","=""long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""192""","=""ELT96-3GPS""","=""Air Precision""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""0000-00-00""","=""2008-10-21""","=""1""","=""long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""193""","=""PARM-406M""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""yes""","=""2014-12-23""","=""2008-12-30""","=""1""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""193""","=""KS-NAP""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""yes""","=""2014-12-23""","=""2008-12-30""","=""1""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""193""","=""PARM-406A""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT (Man) - Survival""","=""yes""","=""2014-12-23""","=""2008-12-30""","=""1""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""193""","=""PARM-406M""","=""""","=""PLB""","=""yes""","=""2023-02-27""","=""2008-12-30""","=""1""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""194""","=""Fastfind PLB 200""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2009-11-18""","=""2009-02-06""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""194""","=""Fastfind PLB 210""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2009-11-18""","=""2009-02-06""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""195""","=""SEP-500""","=""Samyung ENC Co., Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2009-04-27""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""195""","=""SEP-500V""","=""Samyung ENC Co., Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2009-04-27""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""196""","=""PRM-406N""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""no""","=""2010-03-30""","=""2009-04-28""","=""1""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""197""","=""ME406""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2009-04-30""","=""2""","=""short""","=""406.028/406.037""","=""Ext"""
"=""report""","=""197""","=""ME406 HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2009-04-30""","=""2""","=""short""","=""406.028/406.037""","=""N/A"""
"=""report""","=""197""","=""ME406P""","=""ACR Electronics Inc.""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""2011-12-31""","=""2009-04-30""","=""2""","=""short""","=""406.028/406.037""","=""N/A"""
"=""report""","=""197""","=""ME406-U""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2009-04-30""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""198""","=""PLB-350B""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2009-06-15""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""198""","=""PLB-350A""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2009-06-15""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""198""","=""PLB-350C""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2009-06-15""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""199""","=""PLB-300""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2009-07-14""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""200""","=""Fastfind PLB 200""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-01-18""","=""2009-08-05""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""200""","=""Fastfind PLB 210""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-01-18""","=""2009-08-05""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""201""","=""SafeLink Auto/SafeLink Manual+ * See Product Recall Notice in the General Comments section below ""","=""Orolia S.A.S. ""","=""FF / Non FF EPIRB""","=""no""","=""2016-07-14""","=""2010-01-28""","=""2""","=""long""","=""406.037 MHz""","=""Int (GPS)"""
"=""report""","=""202""","=""CEP100""","=""SRC Co., Ltd""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2010-02-24""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""203""","=""Fastfind PLB 200""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-10-13""","=""2010-03-29""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""203""","=""Fastfind PLB 210""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-10-13""","=""2010-03-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""203""","=""Kannad Marine - Safelink SOLO 310""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2010-10-13""","=""2010-03-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""204""","=""G5 Smartfind Plus (a) & (m)""","=""Orolia Limited""","=""FF / Non FF EPIRB""","=""no""","=""2014-04-08""","=""2010-05-10""","=""2""","=""long""","=""406.028/406.040""","=""Int"""
"=""report""","=""204""","=""E5 Smartfind (a) and (m)""","=""Orolia Limited""","=""FF / Non FF EPIRB""","=""no""","=""2014-04-08""","=""2010-05-10""","=""2""","=""short""","=""406.028/406.040""","=""N/A"""
"=""report""","=""205""","=""8000-1 (AF)""","=""Pointer Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2010-07-12""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""206""","=""AAPLB-PELS""","=""Orolia S.A.S. ""","=""PLB""","=""no""","=""2012-04-02""","=""2010-07-14""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""207""","=""PLB200""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2010-08-13""","=""2""","=""short""","=""406.028 MHz""","=""Int&Ext"""
"=""report""","=""208""","=""PLB-350B""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2010-08-13""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""208""","=""PLB-350C""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2010-08-13""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""209""","=""MR510""","=""Becker Avionics GmbH""","=""PLB""","=""""","=""0000-00-00""","=""2010-09-30""","=""1""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""209""","=""MR510 Class 2""","=""Becker Avionics GmbH""","=""PLB""","=""yes""","=""0000-00-00""","=""2010-09-30""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""209""","=""MR510-XX-(X1X)""","=""Becker Avionics GmbH""","=""PLB""","=""yes""","=""2019-06-13""","=""2010-09-30""","=""1""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""210""","=""C406-1/C406-1HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""210""","=""C406-2/B406-4/G406-4/C406-2HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""210""","=""RB406-1HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""210""","=""C406-1/C406-1HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""210""","=""C406-2/B406-4/G406-4/C406-2HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""210""","=""RB406-1HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""2011-12-31""","=""2010-10-27""","=""2""","=""long""","=""406.025/406.028""","=""Ext"""
"=""report""","=""211""","=""SafeSea E100G (Class 2)""","=""Ocean Signal Ltd.""","=""FF / Non FF EPIRB""","=""no""","=""2016-12-14""","=""2010-10-28""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""211""","=""SafeSea E100 (Class 2)""","=""Ocean Signal Ltd.""","=""FF / Non FF EPIRB""","=""no""","=""2017-01-27""","=""2010-10-28""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""211""","=""SafeSea E100G (Class 2)""","=""Ocean Signal Ltd.""","=""FF / Non FF EPIRB""","=""no""","=""2017-01-27""","=""2010-10-28""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""212""","=""E-04""","=""ACK Technologies, Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2011-01-26""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""212""","=""E-04C""","=""ACK Technologies, Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2011-01-26""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""213""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2011-03-07""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""213""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""""","=""0000-00-00""","=""2011-03-07""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""213""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2011-03-07""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""213""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2011-03-07""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""214""","=""AF/AP/AF-H/AP-H INTEGRA""","=""Orolia S.A.S. ""","=""ELT(Automatic Fixed) and ELT (Automatic Portable)""","=""yes""","=""2012-04-22""","=""2011-03-07""","=""2""","=""long""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""214""","=""AF/AP/AF-H/AP-H INTEGRA(ER)""","=""Orolia S.A.S. ""","=""ELT(Automatic Fixed) and ELT (Automatic Portable)""","=""yes""","=""2012-04-22""","=""2011-03-07""","=""1""","=""long""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""214""","=""AF/AP/AF-H/AP-H INTEGRA(ER-N)""","=""Orolia S.A.S. ""","=""ELT(Automatic Fixed) and ELT (Automatic Portable)""","=""yes""","=""2015-02-05""","=""2011-03-07""","=""1""","=""long""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""215""","=""ELT406GPS""","=""Emerging Lifesaving Technologies Inc""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2011-03-07""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""216""","=""Fastfind""","=""Orolia Limited""","=""PLB""","=""no""","=""2012-04-01""","=""2011-04-07""","=""2""","=""short""","=""406.040 MHz""","=""N/A"""
"=""report""","=""216""","=""Fastfind Plus""","=""Orolia Limited""","=""PLB""","=""no""","=""2012-04-01""","=""2011-04-07""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""217""","=""Fastfind PLB 200""","=""Orolia Limited""","=""PLB""","=""no""","=""2012-04-01""","=""2011-04-15""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""217""","=""Fastfind PLB 210""","=""Orolia Limited""","=""PLB""","=""no""","=""2012-04-01""","=""2011-04-15""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""217""","=""Kannad Marine - Safelink SOLO 310""","=""Orolia Limited""","=""PLB""","=""no""","=""2012-04-01""","=""2011-04-15""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""218""","=""SA1""","=""Kinetic Technology International Pty, (KTI).  NOTE: as of 15 February 2021, KTI has stopped manufacturing beacons, but, until further notice, KTI will continue with services related to beacon  warranty, battery replacements and customer enquiries.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2011-05-16""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""219""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2011-07-11""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""219""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2011-07-11""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""220""","=""ARBM-406N""","=""Public Joint Stock Company “Yaroslavl Radioworks” (PJSC YARW)""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2011-08-04""","=""1""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""221""","=""SA1G""","=""Kinetic Technology International Pty, (KTI).  NOTE: as of 15 February 2021, KTI has stopped manufacturing beacons, but, until further notice, KTI will continue with services related to beacon  warranty, battery replacements and customer enquiries.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2011-11-21""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""222""","=""Tron 60GPS""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2012-01-02""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""222""","=""Tron 60S""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2012-01-02""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
